,phases,windings,wdg,bus,conn,kV,kVA,tap,%R,Rneut,Xneut,buses,conns,kVs,kVAs,taps,XHL,XHT,XLT,Xscarray,thermal,n,m,flrise,hsrise,%loadloss,%noloadloss,normhkVA,emerghkVA,sub,MaxTap,MinTap,NumTaps,subname,%imag,ppm_antifloat,%Rs,bank,XfmrCode,XRConst,X12,X13,X23,LeadLag,WdgCurrents,Core,RdcOhms,Seasons,Ratings,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Transformer.tr(r:rdt1842-rdt1842lv),1,3,3,rdt1842lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1842.3', 'rdt1842lv.1.0', 'rdt1842lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.305163, (100.55), 38.40336, (-79.843), 38.39374, (-79.802), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1843-rdt1843lv),1,3,3,rdt1843lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1843.2', 'rdt1843lv.1.0', 'rdt1843lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.2911657, (-148.04), 8.285055, (30.35), 8.283722, (30.368), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1844-rdt1844lv),1,3,3,rdt1844lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1844.2', 'rdt1844lv.1.0', 'rdt1844lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1473614, (-151.96), 4.178449, (26.004), 4.177843, (26.014), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1845-rdt1845lv),1,3,3,rdt1845lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1845.3', 'rdt1845lv.1.0', 'rdt1845lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1409412, (89.225), 3.982748, (-92.836), 3.982207, (-92.826), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1846-rdt1846lv),1,3,3,rdt1846lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1846.1', 'rdt1846lv.1.0', 'rdt1846lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.4200978, (-5.21), 12.3187, (174.68), 12.3175, (174.71), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1847-rdt1847lv),1,3,3,rdt1847lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1847.2', 'rdt1847lv.1.0', 'rdt1847lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4709782, (-132.64), 13.6437, (46.926), 13.6419, (46.959), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1848-rdt1848lv),1,3,3,rdt1848lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1848.3', 'rdt1848lv.1.0', 'rdt1848lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3296385, (92.931), 9.634349, (-87.832), 9.632068, (-87.809), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1849-rdt1849lv),1,3,3,rdt1849lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1849.1', 'rdt1849lv.1.0', 'rdt1849lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1917309, (-30.033), 5.504243, (148.51), 5.503314, (148.52), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1850-rdt1850lv),1,3,3,rdt1850lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1850.2', 'rdt1850lv.1.0', 'rdt1850lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3169168, (-149.19), 9.257692, (29.956), 9.255419, (29.978), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1851-rdt1851lv),1,3,3,rdt1851lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1851.3', 'rdt1851lv.1.0', 'rdt1851lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1195155, (91.881), 3.333461, (-90.382), 3.333079, (-90.373), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1852-rdt1852lv),1,3,3,rdt1852lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1852.2', 'rdt1852lv.1.0', 'rdt1852lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5853226, (-130.05), 17.0696, (49.666), 17.06737, (49.706), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1853-rdt1853lv),1,3,3,rdt1853lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1853.2', 'rdt1853lv.1.0', 'rdt1853lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.309957, (-148.26), 38.61484, (31.192), 38.60098, (31.231), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1854-rdt1854lv),1,3,3,rdt1854lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1854.3', 'rdt1854lv.1.0', 'rdt1854lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.09939717, (93.289), 2.726775, (-89.352), 2.72651, (-89.345), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1855-rdt1855lv),1,3,3,rdt1855lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1855.3', 'rdt1855lv.1.0', 'rdt1855lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1262317, (92.442), 3.533294, (-89.659), 3.532877, (-89.65), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1856-rdt1856lv),1,3,3,rdt1856lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1856.3', 'rdt1856lv.1.0', 'rdt1856lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1730346, (92.409), 4.937026, (-89.099), 4.936293, (-89.086), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1857-rdt1857lv),1,3,3,rdt1857lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1857.3', 'rdt1857lv.1.0', 'rdt1857lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.04981839, (101.22), 1.224692, (-82.93), 1.22463, (-82.928), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1858-rdt1858lv),1,3,3,rdt1858lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1858.3', 'rdt1858lv.1.0', 'rdt1858lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.3840317, (91.699), 11.08276, (-89.499), 11.08033, (-89.475), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1859-rdt1859lv),1,3,3,rdt1859lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1859.1', 'rdt1859lv.1.0', 'rdt1859lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8239778, (-27.895), 24.28311, (151.55), 24.27233, (151.6), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1860-rdt1860lv),1,3,3,rdt1860lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1860.1', 'rdt1860lv.1.0', 'rdt1860lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1121026, (-26.101), 3.106447, (151.64), 3.106121, (151.65), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1861-rdt1861lv),1,3,3,rdt1861lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1861.1', 'rdt1861lv.1.0', 'rdt1861lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.2076616, (-30.737), 5.983808, (147.89), 5.982717, (147.9), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1862-rdt1862lv),1,3,3,rdt1862lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1862.3', 'rdt1862lv.1.0', 'rdt1862lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.665977, (93.895), 19.53372, (-86.746), 19.52703, (-86.704), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1863-rdt1863lv),1,3,3,rdt1863lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1863.1', 'rdt1863lv.1.0', 'rdt1863lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1734212, (-27.608), 4.9489, (150.89), 4.948159, (150.9), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1864-rdt1864lv),1,3,3,rdt1864lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1864.1', 'rdt1864lv.1.0', 'rdt1864lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1121112, (-26.1), 3.106696, (151.64), 3.10637, (151.65), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1865-rdt1865lv),1,3,3,rdt1865lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1865.2', 'rdt1865lv.1.0', 'rdt1865lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.2061477, (-147.52), 5.930215, (31.23), 5.929203, (31.245), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1866-rdt1866lv),1,3,3,rdt1866lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1866.2', 'rdt1866lv.1.0', 'rdt1866lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.5373, (-135.55), 45.65013, (44.247), 45.62683, (44.346), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1867-rdt1867lv),1,3,3,rdt1867lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1867.2', 'rdt1867lv.1.0', 'rdt1867lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6971775, (-148.62), 20.48055, (30.714), 20.47239, (30.757), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1868-rdt1868lv),1,3,3,rdt1868lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1868.2', 'rdt1868lv.1.0', 'rdt1868lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.08919898, (-149.18), 2.427464, (27.592), 2.427239, (27.598), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1869-rdt1869lv),1,3,3,rdt1869lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1869.2', 'rdt1869lv.1.0', 'rdt1869lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6176454, (-133.09), 18.04482, (46.561), 18.04167, (46.603), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1870-rdt1870lv),1,3,3,rdt1870lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1870.1', 'rdt1870lv.1.0', 'rdt1870lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.020561, (-13.308), 29.85796, (166.35), 29.85366, (166.39), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1871-rdt1871lv),1,3,3,rdt1871lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1871.2', 'rdt1871lv.1.0', 'rdt1871lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3824781, (-148.33), 11.22274, (30.982), 11.21959, (31.009), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1872-rdt1872lv),1,3,3,rdt1872lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1872.2', 'rdt1872lv.1.0', 'rdt1872lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4694831, (-124.5), 13.58806, (55.349), 13.58723, (55.382), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1873-rdt1873lv),1,3,3,rdt1873lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1873.2', 'rdt1873lv.1.0', 'rdt1873lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3278077, (-148.1), 9.581728, (31.104), 9.579359, (31.127), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1874-rdt1874lv),1,3,3,rdt1874lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1874.3', 'rdt1874lv.1.0', 'rdt1874lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.532011, (112.45), 45.4722, (-67.672), 45.46086, (-67.571), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1875-rdt1875lv),1,3,3,rdt1875lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1875.3', 'rdt1875lv.1.0', 'rdt1875lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9012422, (91.951), 26.60235, (-88.564), 26.58927, (-88.509), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1876-rdt1876lv),1,3,3,rdt1876lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1876.1', 'rdt1876lv.1.0', 'rdt1876lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.660094, (-27.152), 19.36177, (152.18), 19.35496, (152.22), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1877-rdt1877lv),1,3,3,rdt1877lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1877.1', 'rdt1877lv.1.0', 'rdt1877lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9062044, (-15.803), 26.71006, (163.9), 26.70229, (163.95), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1878-rdt1878lv),1,3,3,rdt1878lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1878.3', 'rdt1878lv.1.0', 'rdt1878lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.549504, (115.78), 45.992, (-64.307), 45.98542, (-64.204), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1879-rdt1879lv),1,3,3,rdt1879lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1879.1', 'rdt1879lv.1.0', 'rdt1879lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4703679, (-12.582), 13.62522, (166.98), 13.62344, (167.01), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1880-rdt1880lv),1,3,3,rdt1880lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1880.1', 'rdt1880lv.1.0', 'rdt1880lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1344217, (-27.008), 3.777804, (151.07), 3.777342, (151.08), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1881-rdt1881lv),1,3,3,rdt1881lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1881.3', 'rdt1881lv.1.0', 'rdt1881lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.4066798, (92.762), 11.94634, (-87.863), 11.94295, (-87.835), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
